2e+30,3.97174523936e+16,-1.69036527104e+16,9.79459633428e+15,-108.762202144,115.079617205,-415.653705277
2e+30,5.51223525169e+16,8.72235738041e+15,1.53665290328e+16,280.360158871,-110.676091877,440.997714627
2e+30,3.88569274637e+16,8.37767764188e+15,-6.06187959881e+16,-14.8001428664,37.5308624243,56.5626356295
2e+30,1.92652265763e+16,1.1382135952e+16,-7.12245531972e+15,-80.7156389159,19.0626637818,275.0286837
2e+30,-1.09737084533e+17,2.50867200684e+16,-7.49755276231e+16,36.1143611614,35.3574236311,2.48517594143
2e+30,5.75687784636e+16,2.16552614135e+17,-9.50482539943e+16,1.94642315006,-15.5896431284,-4.70670053858
2e+30,-4.37874911864e+16,9.61207188494e+16,1.02375553563e+17,12.2789954211,-51.8923636811,21.1575503276
2e+30,-4.56129548984e+16,-2.24669067134e+16,-8.75179921572e+16,1.71437922908,-11.1828090575,-117.844745972
2e+30,4.22294989095e+16,-1.04927147979e+16,3.14937318591e+16,-222.373976038,-132.663466846,-360.017545161
2e+30,1.1671253355e+17,-7.37445860189e+16,-5.01394780248e+16,-24.2549072293,98.0308392607,-34.7696363654
2e+30,-1.62684960613e+16,1.22895544067e+16,-2.0656473075e+16,29.7142346928,216.533903391,-393.117972716
2e+30,1.36451726409e+17,-1.95190085294e+17,2.12594444092e+16,32.7138463947,27.1423074128,-3.65222062069
2e+30,-1.22663230951e+17,-3.7774930645e+17,-6.74274764442e+15,-5.76205795837,9.55554675334,21.6102025085
2e+30,1.00888879587e+16,9.4354152862e+16,1.08797980489e+17,-16.949169783,-136.382204948,-25.6839960166
2e+30,3.40211820512e+16,3.0270439783e+16,-1.60962209458e+16,84.2142576545,-131.175286254,59.7227257957
2e+30,8.14144836944e+16,-7.84205379415e+15,-4.31296288582e+16,69.2287918869,-41.937902122,-29.0503506579
2e+30,-5.91351923428e+15,7.56186336248e+16,1.00153664865e+17,-12.6816097789,58.1212697475,-60.309512765
2e+30,7.90645176607e+16,-5.72166868629e+15,2.92474732379e+16,-345.416927838,106.11070583,95.180070286
2e+30,6.6252266175e+16,3.1018367676e+16,1.08279525977e+17,61.7658590167,47.4579172169,40.1222671427
2e+30,4.32608781124e+16,4.60492313399e+16,3.26355703089e+16,111.559770451,-89.460928264,-36.6104201887
2e+30,5.70138645541e+16,-1.52459155115e+16,4.99828823937e+16,290.615208219,-61.2997888024,-17.1133038837
2e+30,3.31459830821e+16,-1.10085177421e+17,-1.26511334524e+17,108.956284898,9.79495737015,-59.7631577449
2e+30,-2.33108110755e+17,3.76352925867e+17,2.53982238866e+16,1.85017036686,-7.9213269785,15.5306965491
2e+30,5.38456353463e+16,1.54236323328e+16,3.67589919822e+15,-414.224287801,-415.353377317,89.6272824493
2e+30,-2.0013504567e+16,2.03476687852e+16,5.5882968618e+16,175.468835393,98.4840498498,141.332739155
2e+30,1.58687143398e+17,-2.56991925837e+14,7.30592487677e+16,8.65370867252,-11.5223755482,-16.2153430737
2e+30,2.60187525443e+16,1.14868199705e+16,-3.04894189711e+16,-179.824305529,-324.326282815,-172.410376706
2e+30,7.54310311066e+16,5.04228399331e+16,-2.36882006228e+16,194.957011199,110.390289599,-42.6640787646
2e+30,-2.48748181164e+16,-2.79615833266e+16,2.78414814344e+16,235.136928287,160.217369376,-27.9926780378
2e+30,5.08845595267e+16,-2.93055746357e+16,4.82045214494e+16,94.7561909915,311.53907582,151.022544184
2e+30,5.05292870548e+16,1.7944584276e+16,3.31841657526e+16,-385.84515177,-344.844898178,-93.6919812617
2e+30,8.56790129057e+16,4.98110716093e+16,3.62634299781e+16,-40.1876741706,135.736864493,29.1628874999
2e+30,-3.67163657549e+16,-9.9872273314e+16,5.13222631367e+16,-1.84904630558,-132.145290314,-111.866958042
2e+30,-1.4989789697e+16,-1.40818357655e+16,-6.12321926372e+16,-211.293388507,-230.513747621,71.9213468851
2e+30,4.88456803905e+16,8.40719980909e+16,-1.08448283359e+17,34.7930379083,2.19965147456,33.0962214379
2e+30,1.10437609062e+17,1.42279335533e+16,2.35243498285e+15,79.3109732821,80.9011656431,-78.2645828561
2e+30,-5.51799751056e+16,-2.5658552041e+17,1.08138093255e+16,-0.11579021952,-13.5690796735,20.2070047999
2e+30,1.68759561734e+16,1.91397646177e+16,-9.81453505614e+15,-271.720210698,-190.61160975,-408.123185776
2e+30,-3.35906667756e+17,2.81816739573e+17,-2.97685175375e+17,-12.0923092343,5.43369984099,6.35810277707
2e+30,-6.34201287216e+16,-3.04654997482e+16,-1.19597159145e+17,132.379313805,3.58926866452,-16.9948999402
2e+30,4.95584665764e+16,-6.94810033298e+15,2.40705651892e+16,217.969754384,304.868895957,141.964414893
2e+30,-2.33724061876e+16,2.51435237539e+16,4.82403036294e+16,-126.24112868,78.4569075617,-334.457041447
2e+30,-1.33991051932e+16,-1.56669859569e+17,-8.18307118817e+16,5.53613391639,4.5603467313,57.2540908401
2e+30,4.68303560136e+16,2.81556597683e+16,4.70165505664e+16,63.7813850552,426.292488733,207.776082634
2e+30,1.52017844549e+16,4.93646724856e+16,-1.10829743644e+16,357.115191347,-90.1790252796,488.173347092
2e+30,-5.45198141297e+16,5.21204762179e+16,-1.14666989541e+16,-13.6818386843,211.964270933,-218.17559782
2e+30,-9.1669239142e+16,2.94258584118e+17,-1.01931189754e+17,17.3392113642,0.392341662687,10.6104808749
2e+30,1.30860233231e+16,-8.7716067097e+15,4.17521180056e+15,-133.478062607,117.772403031,178.085450874
2e+30,5.95485342587e+16,-2.92425055245e+16,-1.93119168377e+16,-215.30848301,-25.0175680681,-132.631298437
2e+30,6.31691430773e+16,1.84651520042e+16,-2.53819652178e+17,33.0998589787,-30.5631465551,-7.67518108928
2e+30,-3.78232694544e+16,2.07348322248e+16,4.31891106208e+16,122.074752563,247.159156099,239.138137079
2e+30,5.34700458285e+16,3.31966030071e+16,3.37987499842e+16,90.1761013342,156.179048997,-311.455154221
2e+30,1.24956429763e+17,-2.1839179973e+16,7.29103552405e+16,-121.980525938,-29.6370735642,0.931724821925
2e+30,-5.32624299695e+16,-2.36691161522e+16,1.13548395862e+17,-31.1536567431,96.729957335,-104.573873019
2e+30,2.34148108823e+16,-2.67551365338e+16,3.66015289662e+16,313.252347662,107.574860147,-312.167482772
2e+30,-1.26982440262e+16,-3.52950771591e+16,-3.06739044559e+15,326.550412382,177.608021601,3.75551090837
2e+30,6.62918831517e+15,-8.07668902355e+16,-6.16093767774e+16,129.04184957,-4.63733351903,-63.5072557192
2e+30,-5.79138358862e+16,2.38265957209e+16,8.2008450624e+13,-60.4188733816,-29.1669703489,-291.637337523
2e+30,5.29789010542e+16,-5.84049835327e+16,-5.99295451193e+16,64.6392132183,167.155355263,-56.0375436363
2e+30,-2.65586210137e+16,1.91056847329e+16,4.4830376082e+16,-198.503818803,-285.788120214,-216.627643653
2e+30,-2.50342467576e+16,3.26076044799e+16,-3.02627309604e+16,150.797581532,21.8322526245,-188.092931201
2e+30,2.89652747381e+16,-3.71598193767e+16,-3.72431356845e+16,134.708500329,161.135585206,251.968047448
2e+30,-2.68182768105e+17,-4.05467873151e+17,-4.40502692673e+17,0.938537729609,9.84526627405,7.03467338395
2e+30,-4.52752751924e+16,-6.95403450014e+16,-1.8103108005e+17,-38.9423407194,0.161037549836,-43.2356749498
2e+30,-3.48952166167e+16,3.69792723207e+16,-9.45382808909e+15,90.5407880558,115.09459191,50.6489829837
2e+30,3.84780351451e+16,-6.64959050208e+16,2.83783125421e+16,-53.3469796533,-26.5318049026,-200.90041533
2e+30,-2.00084485887e+15,-2.92030478722e+16,-4.37714655824e+16,-73.1386268988,21.5791751828,39.964759196
2e+30,2.32093378122e+16,-2.40724175684e+15,-6.40019507917e+16,-355.312043897,-168.089016895,-127.282030846
2e+30,-1.02678765311e+17,-3.68543468173e+16,1.52304657451e+17,-33.9940542882,47.698766532,83.2370133466
2e+30,1.86817875531e+15,2.08122685843e+16,-1.3779193058e+16,-316.267214756,433.81504747,137.493504093
2e+30,-2.10550727492e+17,-1.1960670872e+16,-1.23941298179e+17,3.61445365073,32.9822763652,14.6340048082
2e+30,-7.3118157944e+16,-9.39458248539e+16,1.33621027846e+17,59.5211581473,89.4927290261,-12.2407039926
2e+30,6.84822262291e+16,-1.63852724746e+17,-9.30034763576e+15,39.2711817646,24.8472587933,12.8029495047
2e+30,2.32595390641e+16,-1.98232176794e+16,-4.7898346325e+16,-50.1317136967,-282.905831926,-197.257184504
2e+30,-3.64351132254e+16,4.64092131463e+16,-8.5125017131e+15,35.2122319568,-221.780170732,350.871243786
2e+30,-6.4024407795e+16,6.28492676994e+16,-4.64211999364e+16,-111.212988339,-31.2300015076,92.829533727
2e+30,-5.37717427865e+15,5.3319068769e+16,5.29239850364e+14,-93.6616146522,213.852145291,-135.044970342
2e+30,-2.09854135112e+16,-5.91114686355e+16,-6.2991205367e+16,-28.8853834586,90.6749424829,146.898627226
2e+30,-3.09839540947e+17,1.29015162229e+17,2.5386645516e+16,-5.61588973487,1.65367998809,0.877355512288
2e+30,-2.26427925009e+16,-1.65156160307e+16,2.77891270234e+16,68.9491052625,349.746540234,-20.6845311775
2e+30,1.12285801161e+17,3.95493808525e+16,-9.76934245623e+15,87.6260617923,25.5394766506,43.7665027435
2e+30,2.2505489935e+17,5.38393932747e+17,-4.54702536692e+16,-2.28722305655,-1.4300056008,-0.868068352006
2e+30,6.09714972759e+15,-2.29092888342e+16,2.82804969947e+16,193.550926066,-19.7019113184,242.973146848
2e+30,6.17878590333e+16,-3.09016933973e+16,1.10991610177e+17,-83.3068943932,-110.138158511,-18.1025810165
2e+30,1.46360827057e+16,-2.243749913e+16,-2.43119878395e+15,-611.209395057,70.7177547311,151.517002503
